# e(GeV/fm^3)  rho_B(1/fm^3)  c2_hat  zeta_hat(GeV/fm^3)  eta_hat(GeV/fm^3)
  1.000000e-02  1.126510e-03  1.846366e-01  7.402059e-04  1.785646e-03
  1.000000e-02  1.175488e-03  1.832254e-01  7.473546e-04  1.778726e-03
  1.000000e-02  1.224467e-03  1.818312e-01  7.542706e-04  1.771794e-03
  1.000000e-02  1.273446e-03  1.804537e-01  7.609527e-04  1.764864e-03
  1.000000e-02  1.322424e-03  1.790933e-01  7.673872e-04  1.757927e-03
  1.000000e-02  1.371403e-03  1.777495e-01  7.736128e-04  1.750987e-03
  1.000000e-02  1.420382e-03  1.764209e-01  7.796132e-04  1.744038e-03
  1.000000e-02  1.469360e-03  1.751084e-01  7.853759e-04  1.737084e-03
  1.000000e-02  1.518339e-03  1.738114e-01  7.909351e-04  1.730129e-03
  1.000000e-02  1.567318e-03  1.725295e-01  7.962862e-04  1.723169e-03
  1.000000e-02  1.616296e-03  1.712629e-01  8.014129e-04  1.716205e-03
  1.000000e-02  1.665275e-03  1.700107e-01  8.063521e-04  1.709238e-03
  1.000000e-02  1.714254e-03  1.687729e-01  8.110708e-04  1.702262e-03
  1.000000e-02  1.763232e-03  1.675500e-01  8.156103e-04  1.695290e-03
  1.000000e-02  1.812211e-03  1.663404e-01  8.199541e-04  1.688306e-03
  1.000000e-02  1.861190e-03  1.651445e-01  8.240959e-04  1.681328e-03
  1.000000e-02  1.910168e-03  1.639623e-01  8.280639e-04  1.674337e-03
  1.000000e-02  1.959147e-03  1.627931e-01  8.318299e-04  1.667347e-03
  1.000000e-02  2.008126e-03  1.616369e-01  8.354377e-04  1.660356e-03
  1.000000e-02  2.057104e-03  1.604937e-01  8.388440e-04  1.653360e-03
  1.000000e-02  2.106083e-03  1.593626e-01  8.420995e-04  1.646363e-03
  1.000000e-02  2.155062e-03  1.582441e-01  8.451583e-04  1.639353e-03
  1.000000e-02  2.204041e-03  1.571375e-01  8.480739e-04  1.632348e-03
  1.000000e-02  2.253019e-03  1.560430e-01  8.507999e-04  1.625343e-03
  1.000000e-02  2.301998e-03  1.549598e-01  8.533902e-04  1.618329e-03
  1.000000e-02  2.350977e-03  1.538880e-01  8.557882e-04  1.611307e-03
  1.000000e-02  2.399955e-03  1.528277e-01  8.580584e-04  1.604287e-03
  1.000000e-02  2.448934e-03  1.517787e-01  8.601609e-04  1.597272e-03
  1.000000e-02  2.497913e-03  1.507403e-01  8.621130e-04  1.590246e-03
  1.000000e-02  2.546891e-03  1.497123e-01  8.639172e-04  1.583212e-03
  1.000000e-02  2.595870e-03  1.486951e-01  8.655482e-04  1.576179e-03
  1.000000e-02  2.644849e-03  1.476878e-01  8.670747e-04  1.569148e-03
  1.000000e-02  2.693827e-03  1.466910e-01  8.684391e-04  1.562107e-03
  1.000000e-02  2.742806e-03  1.457037e-01  8.696522e-04  1.555060e-03
  1.000000e-02  2.791785e-03  1.447267e-01  8.707638e-04  1.548016e-03
  1.000000e-02  2.840763e-03  1.437590e-01  8.717185e-04  1.540970e-03
  1.000000e-02  2.889742e-03  1.428006e-01  8.725216e-04  1.533917e-03
  1.000000e-02  2.938721e-03  1.418514e-01  8.732268e-04  1.526860e-03
  1.000000e-02  2.987699e-03  1.409118e-01  8.737976e-04  1.519806e-03
  1.000000e-02  3.036678e-03  1.399808e-01  8.742268e-04  1.512748e-03
  1.000000e-02  3.085657e-03  1.390585e-01  8.745268e-04  1.505681e-03
  1.000000e-02  3.134635e-03  1.381448e-01  8.747186e-04  1.498611e-03
  1.000000e-02  3.183614e-03  1.372400e-01  8.747865e-04  1.491543e-03
  1.000000e-02  3.232593e-03  1.363432e-01  8.747463e-04  1.484467e-03
  1.000000e-02  3.281571e-03  1.354548e-01  8.745725e-04  1.477393e-03
  1.000000e-02  3.330550e-03  1.345742e-01  8.742794e-04  1.470310e-03
  1.000000e-02  3.379529e-03  1.337015e-01  8.738748e-04  1.463224e-03
  1.000000e-02  3.428507e-03  1.328368e-01  8.733527e-04  1.456139e-03
  1.000000e-02  3.477486e-03  1.319792e-01  8.727403e-04  1.449040e-03
  1.000000e-02  3.526465e-03  1.311297e-01  8.720176e-04  1.441947e-03
  1.000000e-02  3.575443e-03  1.302876e-01  8.711869e-04  1.434853e-03
  1.000000e-02  3.624422e-03  1.294525e-01  8.702515e-04  1.427749e-03
  1.000000e-02  3.673401e-03  1.286247e-01  8.691986e-04  1.420641e-03
  1.000000e-02  3.722380e-03  1.278036e-01  8.680566e-04  1.413528e-03
  1.000000e-02  3.771358e-03  1.269898e-01  8.668116e-04  1.406419e-03
  1.000000e-02  3.820337e-03  1.261827e-01  8.654506e-04  1.399305e-03
  1.000000e-02  3.869316e-03  1.253821e-01  8.640076e-04  1.392184e-03
  1.000000e-02  3.918294e-03  1.245879e-01  8.624661e-04  1.385057e-03
  1.000000e-02  3.967273e-03  1.238004e-01  8.608408e-04  1.377932e-03
  1.000000e-02  4.016252e-03  1.230190e-01  8.591215e-04  1.370795e-03
  1.000000e-02  4.065230e-03  1.222439e-01  8.573090e-04  1.363663e-03
  1.000000e-02  4.114209e-03  1.214751e-01  8.554015e-04  1.356526e-03
  1.000000e-02  4.163188e-03  1.207122e-01  8.533862e-04  1.349379e-03
  1.000000e-02  4.212166e-03  1.199550e-01  8.512960e-04  1.342236e-03
  1.000000e-02  4.261145e-03  1.192036e-01  8.491469e-04  1.335080e-03
  1.000000e-02  4.310124e-03  1.184583e-01  8.468928e-04  1.327930e-03
  1.000000e-02  4.359102e-03  1.177182e-01  8.445217e-04  1.320770e-03
  1.000000e-02  4.408081e-03  1.169837e-01  8.421187e-04  1.313607e-03
  1.000000e-02  4.457060e-03  1.162544e-01  8.396113e-04  1.306435e-03
  1.000000e-02  4.506038e-03  1.155306e-01  8.369818e-04  1.299265e-03
  1.000000e-02  4.555017e-03  1.148119e-01  8.343600e-04  1.292088e-03
  1.000000e-02  4.603996e-03  1.140981e-01  8.315933e-04  1.284903e-03
  1.000000e-02  4.652974e-03  1.133896e-01  8.287933e-04  1.277723e-03
  1.000000e-02  4.701953e-03  1.126861e-01  8.258673e-04  1.270534e-03
  1.000000e-02  4.750932e-03  1.119874e-01  8.229193e-04  1.263340e-03
  1.000000e-02  4.799910e-03  1.112930e-01  8.198422e-04  1.256138e-03
  1.000000e-02  4.848889e-03  1.106035e-01  8.166862e-04  1.248930e-03
  1.000000e-02  4.897868e-03  1.099187e-01  8.134768e-04  1.241724e-03
  1.000000e-02  4.946846e-03  1.092382e-01  8.102083e-04  1.234507e-03
  1.000000e-02  4.995825e-03  1.085622e-01  8.068934e-04  1.227290e-03
  1.000000e-02  5.044804e-03  1.078903e-01  8.034581e-04  1.220064e-03
  1.000000e-02  5.093783e-03  1.072227e-01  7.999664e-04  1.212831e-03
  1.000000e-02  5.142761e-03  1.065592e-01  7.964542e-04  1.205597e-03
  1.000000e-02  5.191740e-03  1.058999e-01  7.928446e-04  1.198360e-03
  1.000000e-02  5.240719e-03  1.052445e-01  7.891842e-04  1.191116e-03
  1.000000e-02  5.289697e-03  1.045930e-01  7.854384e-04  1.183866e-03
  1.000000e-02  5.338676e-03  1.039451e-01  7.816236e-04  1.176602e-03
  1.000000e-02  5.387655e-03  1.033010e-01  7.777516e-04  1.169342e-03
  1.000000e-02  5.436633e-03  1.026606e-01  7.738256e-04  1.162075e-03
  1.000000e-02  5.485612e-03  1.020235e-01  7.698412e-04  1.154798e-03
  1.000000e-02  5.534591e-03  1.013902e-01  7.657946e-04  1.147517e-03
  1.000000e-02  5.583569e-03  1.007600e-01  7.616894e-04  1.140229e-03
  1.000000e-02  5.632548e-03  1.001332e-01  7.575089e-04  1.132935e-03
  1.000000e-02  5.681527e-03  9.950964e-02  7.532331e-04  1.125635e-03
  1.000000e-02  5.730505e-03  9.888918e-02  7.489749e-04  1.118328e-03
  1.000000e-02  5.779484e-03  9.827181e-02  7.446555e-04  1.111012e-03
  1.000000e-02  5.828463e-03  9.765742e-02  7.402042e-04  1.103691e-03
  1.000000e-02  5.877441e-03  9.704593e-02  7.357937e-04  1.096362e-03
  1.000000e-02  5.926420e-03  9.643724e-02  7.312554e-04  1.089029e-03
  1.000000e-02  5.975399e-03  9.583128e-02  7.267221e-04  1.081687e-03
  1.000000e-02  6.024377e-03  9.522795e-02  7.220672e-04  1.074333e-03
  1.000000e-02  6.073356e-03  9.462730e-02  7.174338e-04  1.066975e-03
  1.000000e-02  6.122335e-03  9.402912e-02  7.126877e-04  1.059610e-03
  1.000000e-02  6.171313e-03  9.343313e-02  7.078814e-04  1.052233e-03
  1.000000e-02  6.220292e-03  9.283956e-02  7.030971e-04  1.044848e-03
  1.000000e-02  6.269271e-03  9.224846e-02  6.982380e-04  1.037461e-03
  1.000000e-02  6.318249e-03  9.165932e-02  6.933169e-04  1.030058e-03
  1.000000e-02  6.367228e-03  9.107224e-02  6.883504e-04  1.022644e-03
  1.000000e-02  6.416207e-03  9.048712e-02  6.833287e-04  1.015227e-03
  1.000000e-02  6.465185e-03  8.990384e-02  6.782369e-04  1.007794e-03
  1.000000e-02  6.514164e-03  8.932268e-02  6.730964e-04  1.000359e-03
  1.000000e-02  6.563143e-03  8.874307e-02  6.679482e-04  9.929100e-04
  1.000000e-02  6.612122e-03  8.816487e-02  6.627684e-04  9.854470e-04
  1.000000e-02  6.661100e-03  8.758834e-02  6.574539e-04  9.779767e-04
  1.000000e-02  6.710079e-03  8.701330e-02  6.522210e-04  9.704935e-04
  1.000000e-02  6.759058e-03  8.643964e-02  6.468058e-04  9.629983e-04
  1.000000e-02  6.808036e-03  8.586729e-02  6.414762e-04  9.554953e-04
  1.000000e-02  6.857015e-03  8.529575e-02  6.360456e-04  9.479719e-04
  1.000000e-02  6.905994e-03  8.472525e-02  6.305698e-04  9.404373e-04
  1.000000e-02  6.954972e-03  8.415595e-02  6.250369e-04  9.328939e-04
  1.000000e-02  7.003951e-03  8.358745e-02  6.194940e-04  9.253351e-04
  1.000000e-02  7.052930e-03  8.301979e-02  6.139030e-04  9.177647e-04
  1.000000e-02  7.101908e-03  8.245290e-02  6.083680e-04  9.101855e-04
  1.000000e-02  7.150887e-03  8.188584e-02  6.026126e-04  9.025763e-04
  1.000000e-02  7.199866e-03  8.131967e-02  5.969788e-04  8.949639e-04
  1.000000e-02  7.248844e-03  8.075379e-02  5.911457e-04  8.873319e-04
  1.000000e-02  7.297823e-03  8.018761e-02  5.853650e-04  8.796753e-04
  1.000000e-02  7.346802e-03  7.962149e-02  5.795451e-04  8.720036e-04
  1.000000e-02  7.395780e-03  7.905574e-02  5.736730e-04  8.643235e-04
  1.000000e-02  7.444759e-03  7.848935e-02  5.677427e-04  8.566181e-04
  1.000000e-02  7.493738e-03  7.792282e-02  5.617372e-04  8.488992e-04
  1.000000e-02  7.542716e-03  7.735547e-02  5.557836e-04  8.411538e-04
  1.000000e-02  7.591695e-03  7.678730e-02  5.497176e-04  8.333858e-04
  1.000000e-02  7.640674e-03  7.621859e-02  5.436941e-04  8.256026e-04
  1.000000e-02  7.689652e-03  7.564857e-02  5.375688e-04  8.177904e-04
  1.000000e-02  7.738631e-03  7.507728e-02  5.314143e-04  8.099573e-04
  1.000000e-02  7.787610e-03  7.450480e-02  5.252278e-04  8.020988e-04
  1.000000e-02  7.836588e-03  7.393027e-02  5.188947e-04  7.942084e-04
  1.000000e-02  7.885567e-03  7.335435e-02  5.127207e-04  7.862988e-04
  1.000000e-02  7.934546e-03  7.277624e-02  5.064363e-04  7.783567e-04
  1.000000e-02  7.983525e-03  7.219596e-02  5.000914e-04  7.703882e-04
  1.000000e-02  8.032503e-03  7.161312e-02  4.936755e-04  7.623831e-04
  1.000000e-02  8.081482e-03  7.102768e-02  4.872733e-04  7.543509e-04
  1.000000e-02  8.130461e-03  7.043899e-02  4.807797e-04  7.464705e-04
  1.000000e-02  8.179439e-03  6.984715e-02  4.743068e-04  7.383707e-04
  1.000000e-02  8.228418e-03  6.925145e-02  4.678507e-04  7.302256e-04
  1.000000e-02  8.277397e-03  6.865219e-02  4.611878e-04  7.220468e-04
  1.000000e-02  8.326375e-03  6.804890e-02  4.545615e-04  7.138305e-04
  1.000000e-02  8.375354e-03  6.744045e-02  4.480111e-04  7.055605e-04
  1.000000e-02  8.424333e-03  6.682707e-02  4.412038e-04  6.972442e-04
  1.000000e-02  8.473311e-03  6.620856e-02  4.344906e-04  6.888796e-04
  1.000000e-02  8.522290e-03  6.558413e-02  4.278511e-04  6.804640e-04
  1.000000e-02  8.571269e-03  6.495327e-02  4.210199e-04  6.719919e-04
  1.000000e-02  8.620247e-03  6.431520e-02  4.141433e-04  6.634515e-04
  1.000000e-02  8.669226e-03  6.367016e-02  4.072698e-04  6.548549e-04
  1.000000e-02  8.718205e-03  6.301651e-02  4.001753e-04  6.461820e-04
  1.000000e-02  8.767183e-03  6.235497e-02  3.931774e-04  6.374447e-04
  1.000000e-02  8.816162e-03  6.168336e-02  3.862730e-04  6.286276e-04
  1.000000e-02  8.865141e-03  6.100178e-02  3.790660e-04  6.197240e-04
  1.000000e-02  8.914119e-03  6.030905e-02  3.718821e-04  6.107328e-04
  1.000000e-02  8.963098e-03  5.960378e-02  3.647269e-04  6.016437e-04
  1.000000e-02  9.012077e-03  5.888617e-02  3.574910e-04  5.924559e-04
  1.000000e-02  9.061055e-03  5.815348e-02  3.500331e-04  5.831470e-04
  1.000000e-02  9.110034e-03  5.740563e-02  3.426206e-04  5.737207e-04
  1.000000e-02  9.159013e-03  5.664009e-02  5.653775e-04  5.641552e-04
  1.000000e-02  9.207991e-03  5.585563e-02  5.694472e-04  5.544407e-04
  1.000000e-02  9.256970e-03  5.505100e-02  5.746695e-04  5.445739e-04
  1.000000e-02  9.305949e-03  5.422398e-02  5.807660e-04  5.345314e-04
  1.000000e-02  9.354927e-03  5.337110e-02  5.881375e-04  5.242954e-04
  1.000000e-02  9.403906e-03  5.249116e-02  5.968533e-04  5.138557e-04
  1.000000e-02  9.452885e-03  5.157916e-02  6.073492e-04  5.031586e-04
  1.000000e-02  9.501864e-03  5.063223e-02  6.197440e-04  4.922024e-04
  1.000000e-02  9.550842e-03  4.964739e-02  6.343510e-04  4.809581e-04
  1.000000e-02  9.599821e-03  4.861838e-02  6.519098e-04  4.693767e-04
  1.000000e-02  9.648800e-03  4.753792e-02  6.729941e-04  4.573996e-04
  1.000000e-02  9.697778e-03  4.640190e-02  6.981000e-04  4.449995e-04
  1.000000e-02  9.746757e-03  4.519985e-02  7.283074e-04  4.320925e-04
  2.000000e-02  0.000000e+00  2.024216e-01  1.231452e-03  3.700576e-03
  2.000000e-02  9.631142e-05  2.023087e-01  1.232835e-03  3.699614e-03
  2.000000e-02  1.926228e-04  2.019786e-01  1.236857e-03  3.696761e-03
  2.000000e-02  2.889343e-04  2.014535e-01  1.243217e-03  3.692200e-03
  2.000000e-02  3.852457e-04  2.007631e-01  1.251576e-03  3.686209e-03
  2.000000e-02  4.815571e-04  1.999397e-01  1.261420e-03  3.678974e-03
  2.000000e-02  5.778685e-04  1.990118e-01  1.272413e-03  3.670776e-03
  2.000000e-02  6.741800e-04  1.980048e-01  1.284218e-03  3.661784e-03
  2.000000e-02  7.704914e-04  1.969377e-01  1.296577e-03  3.652197e-03
  2.000000e-02  8.668028e-04  1.958269e-01  1.309270e-03  3.642100e-03
  2.000000e-02  9.631142e-04  1.946842e-01  1.322143e-03  3.631604e-03
  2.000000e-02  1.059426e-03  1.935188e-01  1.335084e-03  3.620803e-03
  2.000000e-02  1.155737e-03  1.923378e-01  1.348001e-03  3.609719e-03
  2.000000e-02  1.252049e-03  1.911470e-01  1.360809e-03  3.598428e-03
  2.000000e-02  1.348360e-03  1.899505e-01  1.373469e-03  3.586951e-03
  2.000000e-02  1.444671e-03  1.887516e-01  1.385932e-03  3.575322e-03
  2.000000e-02  1.540983e-03  1.875532e-01  1.398184e-03  3.563584e-03
  2.000000e-02  1.637294e-03  1.863572e-01  1.410180e-03  3.551734e-03
  2.000000e-02  1.733606e-03  1.851651e-01  1.421903e-03  3.539775e-03
  2.000000e-02  1.829917e-03  1.839781e-01  1.433351e-03  3.527755e-03
  2.000000e-02  1.926228e-03  1.827977e-01  1.444510e-03  3.515648e-03
  2.000000e-02  2.022540e-03  1.816244e-01  1.455363e-03  3.503488e-03
  2.000000e-02  2.118851e-03  1.804589e-01  1.465918e-03  3.491270e-03
  2.000000e-02  2.215163e-03  1.793015e-01  1.476174e-03  3.478999e-03
  2.000000e-02  2.311474e-03  1.781531e-01  1.486105e-03  3.466686e-03
  2.000000e-02  2.407786e-03  1.770135e-01  1.495751e-03  3.454332e-03
  2.000000e-02  2.504097e-03  1.758832e-01  1.505072e-03  3.441947e-03
  2.000000e-02  2.600408e-03  1.747621e-01  1.514092e-03  3.429534e-03
  2.000000e-02  2.696720e-03  1.736506e-01  1.522802e-03  3.417092e-03
  2.000000e-02  2.793031e-03  1.725489e-01  1.531190e-03  3.404601e-03
  2.000000e-02  2.889343e-03  1.714566e-01  1.539288e-03  3.392109e-03
  2.000000e-02  2.985654e-03  1.703742e-01  1.547086e-03  3.379583e-03
  2.000000e-02  3.081966e-03  1.693014e-01  1.554587e-03  3.367027e-03
  2.000000e-02  3.178277e-03  1.682381e-01  1.561800e-03  3.354479e-03
  2.000000e-02  3.274588e-03  1.671844e-01  1.568710e-03  3.341883e-03
  2.000000e-02  3.370900e-03  1.661406e-01  1.575314e-03  3.329278e-03
  2.000000e-02  3.467211e-03  1.651061e-01  1.581678e-03  3.316670e-03
  2.000000e-02  3.563523e-03  1.640811e-01  1.587730e-03  3.304013e-03
  2.000000e-02  3.659834e-03  1.630653e-01  1.593505e-03  3.291368e-03
  2.000000e-02  3.756146e-03  1.620589e-01  1.599003e-03  3.278693e-03
  2.000000e-02  3.852457e-03  1.610617e-01  1.604247e-03  3.266016e-03
  2.000000e-02  3.948768e-03  1.600735e-01  1.609210e-03  3.253325e-03
  2.000000e-02  4.045080e-03  1.590942e-01  1.613919e-03  3.240618e-03
  2.000000e-02  4.141391e-03  1.581237e-01  1.618350e-03  3.227896e-03
  2.000000e-02  4.237703e-03  1.571621e-01  1.622539e-03  3.215164e-03
  2.000000e-02  4.334014e-03  1.562092e-01  1.626458e-03  3.202411e-03
  2.000000e-02  4.430325e-03  1.552649e-01  1.630144e-03  3.189665e-03
  2.000000e-02  4.526637e-03  1.543289e-01  1.633576e-03  3.176899e-03
  2.000000e-02  4.622948e-03  1.534013e-01  1.636760e-03  3.164130e-03
  2.000000e-02  4.719260e-03  1.524819e-01  1.639712e-03  3.151345e-03
  2.000000e-02  4.815571e-03  1.515706e-01  1.642424e-03  3.138545e-03
  2.000000e-02  4.911883e-03  1.506672e-01  1.644889e-03  3.125742e-03
  2.000000e-02  5.008194e-03  1.497717e-01  1.647175e-03  3.112926e-03
  2.000000e-02  5.104505e-03  1.488840e-01  1.649174e-03  3.100097e-03
  2.000000e-02  5.200817e-03  1.480040e-01  1.650989e-03  3.087261e-03
  2.000000e-02  5.297128e-03  1.471317e-01  1.652549e-03  3.074414e-03
  2.000000e-02  5.393440e-03  1.462666e-01  1.653926e-03  3.061567e-03
  2.000000e-02  5.489751e-03  1.454089e-01  1.655071e-03  3.048709e-03
  2.000000e-02  5.586063e-03  1.445585e-01  1.656002e-03  3.035839e-03
  2.000000e-02  5.682374e-03  1.437151e-01  1.656717e-03  3.022954e-03
  2.000000e-02  5.778685e-03  1.428787e-01  1.657249e-03  3.010068e-03
  2.000000e-02  5.874997e-03  1.420493e-01  1.657557e-03  2.997170e-03
  2.000000e-02  5.971308e-03  1.412267e-01  1.657697e-03  2.984264e-03
  2.000000e-02  6.067620e-03  1.404108e-01  1.657585e-03  2.971347e-03
  2.000000e-02  6.163931e-03  1.396015e-01  1.657345e-03  2.958428e-03
  2.000000e-02  6.260243e-03  1.387985e-01  1.656869e-03  2.945492e-03
  2.000000e-02  6.356554e-03  1.380022e-01  1.656199e-03  2.932555e-03
  2.000000e-02  6.452865e-03  1.372121e-01  1.655383e-03  2.919606e-03
  2.000000e-02  6.549177e-03  1.364283e-01  1.654330e-03  2.906648e-03
  2.000000e-02  6.645488e-03  1.356505e-01  1.653143e-03  2.893685e-03
  2.000000e-02  6.741800e-03  1.348787e-01  1.651788e-03  2.880712e-03
  2.000000e-02  6.838111e-03  1.341130e-01  1.650201e-03  2.867732e-03
  2.000000e-02  6.934422e-03  1.333530e-01  1.648431e-03  2.854737e-03
  2.000000e-02  7.030734e-03  1.325987e-01  1.646562e-03  2.841733e-03
  2.000000e-02  7.127045e-03  1.318501e-01  1.644497e-03  2.828732e-03
  2.000000e-02  7.223357e-03  1.311070e-01  1.642230e-03  2.815711e-03
  2.000000e-02  7.319668e-03  1.303696e-01  1.639789e-03  2.802686e-03
  2.000000e-02  7.415980e-03  1.296375e-01  1.637262e-03  2.789658e-03
  2.000000e-02  7.512291e-03  1.289105e-01  1.634526e-03  2.776615e-03
  2.000000e-02  7.608602e-03  1.281889e-01  1.631657e-03  2.763558e-03
  2.000000e-02  7.704914e-03  1.274723e-01  1.628593e-03  2.750502e-03
  2.000000e-02  7.801225e-03  1.267610e-01  1.625408e-03  2.737437e-03
  2.000000e-02  7.897537e-03  1.260545e-01  1.622016e-03  2.724351e-03
  2.000000e-02  7.993848e-03  1.253527e-01  1.618521e-03  2.711261e-03
  2.000000e-02  8.090160e-03  1.246563e-01  1.614844e-03  2.698177e-03
  2.000000e-02  8.186471e-03  1.239640e-01  1.611063e-03  2.685063e-03
  2.000000e-02  8.282782e-03  1.232765e-01  1.607106e-03  2.671946e-03
  2.000000e-02  8.379094e-03  1.225936e-01  1.603028e-03  2.658823e-03
  2.000000e-02  8.475405e-03  1.219152e-01  1.598820e-03  2.645688e-03
  2.000000e-02  8.571717e-03  1.212413e-01  1.594474e-03  2.632554e-03
  2.000000e-02  8.668028e-03  1.205716e-01  1.589968e-03  2.619395e-03
  2.000000e-02  8.764340e-03  1.199062e-01  1.585363e-03  2.606240e-03
  2.000000e-02  8.860651e-03  1.192450e-01  1.580597e-03  2.593061e-03
  2.000000e-02  8.956962e-03  1.185878e-01  1.575698e-03  2.579878e-03
  2.000000e-02  9.053274e-03  1.179348e-01  1.570635e-03  2.566689e-03
  2.000000e-02  9.149585e-03  1.172856e-01  1.565454e-03  2.553485e-03
  2.000000e-02  9.245897e-03  1.166403e-01  1.560206e-03  2.540270e-03
  2.000000e-02  9.342208e-03  1.159989e-01  1.554795e-03  2.527053e-03
  2.000000e-02  9.438519e-03  1.153611e-01  1.549229e-03  2.513816e-03
  2.000000e-02  9.534831e-03  1.147270e-01  1.543590e-03  2.500564e-03
  2.000000e-02  9.631142e-03  1.140967e-01  1.537856e-03  2.487325e-03
  2.000000e-02  9.727454e-03  1.134699e-01  1.531908e-03  2.474051e-03
  2.000000e-02  9.823765e-03  1.128464e-01  1.525946e-03  2.460779e-03
  2.000000e-02  9.920077e-03  1.122264e-01  1.519786e-03  2.447493e-03
  2.000000e-02  1.001639e-02  1.116097e-01  1.513549e-03  2.434193e-03
  2.000000e-02  1.011270e-02  1.109959e-01  1.507212e-03  2.420873e-03
  2.000000e-02  1.020901e-02  1.103856e-01  1.500748e-03  2.407548e-03
  2.000000e-02  1.030532e-02  1.097783e-01  1.494115e-03  2.394216e-03
  2.000000e-02  1.040163e-02  1.091741e-01  1.487510e-03  2.380865e-03
  2.000000e-02  1.049795e-02  1.085728e-01  1.480638e-03  2.367501e-03
  2.000000e-02  1.059426e-02  1.079744e-01  1.473792e-03  2.354130e-03
  2.000000e-02  1.069057e-02  1.073788e-01  1.466799e-03  2.340742e-03
  2.000000e-02  1.078688e-02  1.067859e-01  1.459686e-03  2.327335e-03
  2.000000e-02  1.088319e-02  1.061959e-01  1.452433e-03  2.313929e-03
  2.000000e-02  1.097950e-02  1.056084e-01  1.445118e-03  2.300501e-03
  2.000000e-02  1.107581e-02  1.050234e-01  1.437762e-03  2.287058e-03
  2.000000e-02  1.117213e-02  1.044410e-01  1.430287e-03  2.273601e-03
  2.000000e-02  1.126844e-02  1.038609e-01  1.422682e-03  2.260130e-03
  2.000000e-02  1.136475e-02  1.032831e-01  1.414992e-03  2.246651e-03
  2.000000e-02  1.146106e-02  1.027076e-01  1.407194e-03  2.233144e-03
  2.000000e-02  1.155737e-02  1.021341e-01  1.399300e-03  2.219624e-03
  2.000000e-02  1.165368e-02  1.015630e-01  1.391296e-03  2.206090e-03
  2.000000e-02  1.174999e-02  1.009937e-01  1.383157e-03  2.192535e-03
  2.000000e-02  1.184631e-02  1.004267e-01  1.375050e-03  2.178978e-03
  2.000000e-02  1.194262e-02  9.986135e-02  1.366851e-03  2.165393e-03
  2.000000e-02  1.203893e-02  9.929796e-02  1.358475e-03  2.151793e-03
  2.000000e-02  1.213524e-02  9.873637e-02  1.350039e-03  2.138176e-03
  2.000000e-02  1.223155e-02  9.817626e-02  1.341590e-03  2.124535e-03
  2.000000e-02  1.232786e-02  9.761764e-02  1.332922e-03  2.110872e-03
  2.000000e-02  1.242417e-02  9.706080e-02  1.324313e-03  2.097204e-03
  2.000000e-02  1.252049e-02  9.650536e-02  1.315555e-03  2.083511e-03
  2.000000e-02  1.261680e-02  9.595099e-02  1.306632e-03  2.069786e-03
  2.000000e-02  1.271311e-02  9.539835e-02  1.297800e-03  2.056057e-03
  2.000000e-02  1.280942e-02  9.484664e-02  1.288801e-03  2.042293e-03
  2.000000e-02  1.290573e-02  9.429612e-02  1.279714e-03  2.028518e-03
  2.000000e-02  1.300204e-02  9.374647e-02  1.270544e-03  2.014708e-03
  2.000000e-02  1.309835e-02  9.319804e-02  1.261312e-03  2.000893e-03
  2.000000e-02  1.319466e-02  9.265018e-02  1.251985e-03  1.987038e-03
